,date,latitude,longitude,species,total,habitat,year
1393, 2012-05-23 ,78.6078567504883,8.68092155456543,common minkie whale,1,water,2012
1394, 2012-06-03 ,78.0125350952148,9.76510047912598,common minkie whale,1,water,2012
1395, 2012-06-05 ,75.7986,15.50382,common minkie whale,1,water,2012
1396, 2012-06-05 ,75.80514,15.52321,common minkie whale,1,water,2012
1397, 2012-06-05 ,78.0317840576172,10.0669212341309,common minkie whale,1,water,2012
1398, 2012-06-05 ,75.79312,15.47712,common minkie whale,1,water,2012
1399, 2012-06-05 ,75.81754,15.55685,common minkie whale,1,water,2012
1400, 2012-06-05 ,75.8138,15.55223,common minkie whale,1,water,2012
1401, 2012-06-06 ,76.28989,15.26759,common minkie whale,1,water,2012
1402, 2012-06-08 ,76.30798,15.21004,common minkie whale,1,water,2012
1403, 2012-06-08 ,76.29579,15.74617,common minkie whale,1,water,2012
1404, 2012-06-08 ,76.05257,15.35206,common minkie whale,1,water,2012
1405, 2012-06-08 ,76.28471,15.79879,common minkie whale,1,water,2012
1406, 2012-06-08 ,76.29732,15.73896,common minkie whale,1,water,2012
1407, 2012-06-08 ,76.32764,15.27339,common minkie whale,1,water,2012
1408, 2012-06-08 ,76.29166,15.01611,common minkie whale,1,water,2012
1409, 2012-06-09 ,77.64391,11.12739,common minkie whale,1,water,2012
1410, 2012-06-09 ,77.613,11.10014,common minkie whale,1,water,2012
1411, 2012-06-09 ,77.62846,11.13068,common minkie whale,1,water,2012
1412, 2012-06-09 ,77.62032,11.24627,common minkie whale,1,water,2012
1413, 2012-06-09 ,77.64233,11.14529,common minkie whale,1,water,2012
1414, 2012-06-09 ,77.62562,11.21368,common minkie whale,1,water,2012
1415, 2012-06-10 ,78.14095,12.77034,common minkie whale,1,water,2012
1416, 2012-06-10 ,78.13128,12.76833,common minkie whale,1,water,2012
1417, 2012-06-10 ,78.14516,12.44378,common minkie whale,1,water,2012
1418, 2012-06-10 ,78.1293,12.79517,common minkie whale,1,water,2012
1419, 2012-06-10 ,78.15791,12.51207,common minkie whale,1,water,2012
1420, 2012-06-11 ,78.04511,9.667089,common minkie whale,1,water,2012
1421, 2012-06-11 ,78.06153,11.97597,common minkie whale,1,water,2012
1422, 2012-06-11 ,78.05888,11.27596,common minkie whale,1,water,2012
1423, 2012-06-11 ,78.03379,9.70194,common minkie whale,1,water,2012
1424, 2012-06-11 ,78.03426,9.661017,common minkie whale,1,water,2012
1425, 2012-06-11 ,78.11967,11.06517,common minkie whale,1,water,2012
1426, 2012-06-11 ,78.06385,11.98762,common minkie whale,1,water,2012
1427, 2012-06-11 ,78.0369,9.690362,common minkie whale,1,water,2012
1428, 2012-06-11 ,78.03882,9.837453,common minkie whale,1,water,2012
1429, 2012-06-11 ,78.03636,9.805674,common minkie whale,1,water,2012
1430, 2012-06-12 ,77.86513,9.927778,common minkie whale,1,water,2012
1431, 2012-06-12 ,78.00953,9.811994,common minkie whale,1,water,2012
1432, 2012-06-12 ,78.18425,9.6592,common minkie whale,1,water,2012
1433, 2012-06-12 ,78.13694,9.747958,common minkie whale,1,water,2012
1434, 2012-06-12 ,77.79517,9.995656,common minkie whale,1,water,2012
1435, 2012-06-12 ,78.12,9.622624,common minkie whale,1,water,2012
1436, 2012-06-12 ,78.07433,9.810637,common minkie whale,1,water,2012
1437, 2012-06-12 ,78.14791,9.759659,common minkie whale,1,water,2012
1438, 2012-06-12 ,78.14394,9.862208,common minkie whale,1,water,2012
1439, 2012-06-12 ,78.13161,9.764482,common minkie whale,1,water,2012
1440, 2012-06-13 ,78.028434753418,10.6911315917969,common minkie whale,1,water,2012
1441, 2012-06-14 ,78.10486,11.94869,common minkie whale,1,water,2012
1442, 2012-06-14 ,78.05625,12.78256,common minkie whale,1,water,2012
1443, 2012-06-15 ,78.1,14.1,common minkie whale,1,water,2012
1444, 2012-06-17 ,77.18838,11.42089,common minkie whale,1,water,2012
1445, 2012-06-18 ,78.133,12.666,common minkie whale,1,water,2012
1446, 2012-06-18 ,78.205,14.372,common minkie whale,1,unknown,2012
1447, 2012-06-19 ,79.05872,10.3466,common minkie whale,1,water,2012
1448, 2012-06-19 ,79.03683,10.91976,common minkie whale,1,water,2012
1449, 2012-06-19 ,79.08017,10.8236,common minkie whale,1,water,2012
1450, 2012-06-19 ,78.133,14.533,common minkie whale,1,water,2012
1451, 2012-06-19 ,78.9295,11.9415,common minkie whale,1,water,2012
1452, 2012-06-23 ,78.0104751586914,11.7817163467407,common minkie whale,1,water,2012
1453, 2012-06-23 ,78.01907,12.46991,common minkie whale,1,water,2012
1454, 2012-06-23 ,80.029,14.0689,common minkie whale,1,water,2012
1455, 2012-06-23 ,79.77,11.167,common minkie whale,1,water,2012
1456, 2012-06-23 ,78.0079,12.50935,common minkie whale,1,water,2012
1457, 2012-06-23 ,78.03538,12.69061,common minkie whale,1,water,2012
1458, 2012-06-24 ,78.0033,12.62404,common minkie whale,1,water,2012
1459, 2012-06-24 ,78.00068,12.64215,common minkie whale,1,water,2012
1460, 2012-06-24 ,78.00404,12.61556,common minkie whale,1,water,2012
1461, 2012-06-24 ,78.0034,12.62194,common minkie whale,1,water,2012
1462, 2012-06-24 ,78.00465,12.65977,common minkie whale,1,water,2012
1463, 2012-06-24 ,78.00978,12.63131,common minkie whale,1,water,2012
1464, 2012-06-24 ,79.663,13.72,common minkie whale,1,water,2012
1465, 2012-06-24 ,78.9466,12.3833,common minkie whale,1,water,2012
1466, 2012-06-24 ,78.00394,12.67026,common minkie whale,1,water,2012
1467, 2012-06-24 ,78.00279,12.56907,common minkie whale,1,water,2012
1468, 2012-06-24 ,78.00422,12.56807,common minkie whale,1,water,2012
1469, 2012-06-24 ,78.00243,12.61659,common minkie whale,1,water,2012
1470, 2012-06-25 ,75.52634,16.29711,common minkie whale,1,water,2012
1471, 2012-06-25 ,79.65,13.88,common minkie whale,1,water,2012
1472, 2012-06-25 ,79.128,11.783,common minkie whale,1,water,2012
1473, 2012-06-27 ,78.91666,12.25,common minkie whale,1,water,2012
1474, 2012-06-28 ,74.27206,20.85597,common minkie whale,1,water,2012
1475, 2012-06-28 ,74.29051,20.9604,common minkie whale,1,water,2012
1476, 2012-06-28 ,74.33157,21.11306,common minkie whale,1,water,2012
1477, 2012-06-28 ,74.32143,21.13911,common minkie whale,1,water,2012
1478, 2012-06-28 ,74.19375,20.90532,common minkie whale,1,water,2012
1479, 2012-06-28 ,74.34775,21.1325,common minkie whale,1,water,2012
1480, 2012-06-28 ,74.32984,21.08074,common minkie whale,1,water,2012
1481, 2012-06-28 ,74.11028,20.61732,common minkie whale,1,water,2012
1482, 2012-06-28 ,74.32505,21.05925,common minkie whale,1,water,2012
1483, 2012-06-28 ,74.11744,20.58096,common minkie whale,1,water,2012
1484, 2012-06-28 ,74.13056,20.52521,common minkie whale,1,water,2012
1485, 2012-06-28 ,74.31123,20.9875,common minkie whale,1,water,2012
1486, 2012-06-28 ,74.32357,21.05159,common minkie whale,1,water,2012
1487, 2012-06-29 ,78.0598602294922,12.4709005355835,common minkie whale,1,water,2012
1488, 2012-07-02 ,78.9565,10.659,common minkie whale,1,water,2012
1489, 2012-07-02 ,79.45,10.3666666666667,common minkie whale,1,unknown,2012
1490, 2012-07-04 ,79.4987,19.2827,common minkie whale,1,water,2012
1491, 2012-07-05 ,77.149,22.449,common minkie whale,1,water,2012
1492, 2012-07-05 ,79.7816666666667,14.405,common minkie whale,1,water,2012
1493, 2012-07-12 ,79.1753,23.27,common minkie whale,1,water,2012
1494, 2012-07-17 ,80.03,15.24,common minkie whale,1,water,2012
1495, 2012-07-17 ,79.966,14.1783,common minkie whale,1,water,2012
1496, 2012-07-18 ,79.28,19.515,common minkie whale,1,water,2012
1497, 2012-07-19 ,76.546,13.023,common minkie whale,1,water,2012
1498, 2012-07-22 ,79.3,9.7,common minkie whale,1,unknown,2012
1499, 2012-07-22 ,79.9883333333333,14.0,common minkie whale,1,water,2012
1500, 2012-07-23 ,79.75,14.2833333333333,common minkie whale,1,water,2012
1501, 2012-07-23 ,79.6733333333333,13.735,common minkie whale,1,water,2012
1502, 2012-07-23 ,79.65,13.8166666666667,common minkie whale,1,water,2012
1503, 2012-07-24 ,79.5055,19.4196,common minkie whale,1,unknown,2012
1504, 2012-07-25 ,79.3,19.42,common minkie whale,1,water,2012
1505, 2012-07-25 ,79.555,13.533,common minkie whale,1,water,2012
1506, 2012-07-26 ,81.394,17.226,common minkie whale,1,water,2012
1507, 2012-07-27 ,81.094,18.314,common minkie whale,1,water,2012
1508, 2012-07-28 ,79.234,20.212,common minkie whale,1,water,2012
1509, 2012-07-29 ,79.9939,17.0359,common minkie whale,1,water,2012
1510, 2012-07-29 ,79.675,13.78,common minkie whale,1,water,2012
1511, 2012-07-31 ,76.7,17.4,common minkie whale,1,water,2012
1512, 2012-08-01 ,79.7133333333333,13.835,common minkie whale,1,water,2012
1513, 2012-08-02 ,81.4,25.4,common minkie whale,1,water,2012
1514, 2012-08-05 ,79.5,18.001,common minkie whale,1,water,2012
1515, 2012-08-08 ,79.6516666666667,13.4466666666667,common minkie whale,1,water,2012
1516, 2012-08-10 ,79.6796666666667,13.7321666666667,common minkie whale,1,water,2012
1517, 2012-08-10 ,79.65,13.471,common minkie whale,1,water,2012
1518, 2012-08-12 ,79.8233333333333,14.0283333333333,common minkie whale,1,water,2012
1519, 2012-08-12 ,78.9868,11.3259,common minkie whale,1,unknown,2012
1520, 2012-08-12 ,79.8933333333333,13.9566666666667,common minkie whale,1,water,2012
1521, 2012-08-13 ,79.9283333333333,11.9366666666667,common minkie whale,1,water,2012
1522, 2012-08-14 ,80.01,16.7966666666667,common minkie whale,1,water,2012
1523, 2012-08-15 ,79.665,13.745,common minkie whale,1,water,2012
1524, 2012-08-15 ,79.675,13.7183333333333,common minkie whale,1,water,2012
1525, 2012-08-15 ,79.7366666666667,13.9183333333333,common minkie whale,1,water,2012
1526, 2012-08-17 ,80.0785,15.7218333333333,common minkie whale,1,water,2012
1527, 2012-08-18 ,79.9833333333333,13.9466666666667,common minkie whale,1,water,2012
1528, 2012-08-20 ,79.6584833333333,13.6019333333333,common minkie whale,1,water,2012
1529, 2012-08-20 ,79.583,19.6243,common minkie whale,1,water,2012
1530, 2012-08-22 ,77.417,19.199,common minkie whale,1,water,2012
1531, 2012-08-25 ,79.6666666666667,13.85,common minkie whale,1,water,2012
1532, 2012-08-25 ,79.6333333333333,13.2,common minkie whale,1,water,2012
1533, 2012-08-26 ,78.933,11.9662,common minkie whale,1,water,2012
1534, 2012-08-27 ,79.9333333333333,16.7333333333333,common minkie whale,1,water,2012
1535, 2012-09-08 ,80.6885,20.9245,common minkie whale,1,water,2012
1536, 2012-09-08 ,77.1190948486328,6.81963205337524,common minkie whale,1,water,2012
1537, 2012-09-24 ,76.4024505615234,6.7616982460022,common minkie whale,1,water,2012
1538, 2012-11-05 ,74.1232223510742,7.26025676727295,common minkie whale,1,water,2012
1539, 2013-05-26 ,74.2,20.33,common minkie whale,1,unknown,2013
1540, 2013-05-29 ,74.39,19.24,common minkie whale,1,water,2013
1541, 2013-05-30 ,76.38,14.45,common minkie whale,1,unknown,2013
1542, 2013-05-31 ,76.33,17.48,common minkie whale,1,water,2013
1543, 2013-06-09 ,79.6027,18.5603,common minkie whale,1,water,2013
1544, 2013-06-11 ,79.5953,12.8303,common minkie whale,1,water,2013
1545, 2013-06-11 ,79.63,11.4,common minkie whale,1,water,2013
1546, 2013-06-16 ,76.27,14.36,common minkie whale,1,unknown,2013
1547, 2013-06-18 ,78.9333333333333,11.95,common minkie whale,1,water,2013
1548, 2013-06-21 ,79.9566666666667,12.9533333333333,common minkie whale,1,water,2013
1549, 2013-06-21 ,80.0333333333333,12.25,common minkie whale,1,water,2013
1550, 2013-06-21 ,79.5833333333333,12.6483333333333,common minkie whale,1,water,2013
1551, 2013-06-24 ,74.21,18.29,common minkie whale,1,unknown,2013
1552, 2013-06-28 ,80.09,16.18,common minkie whale,1,ice,2013
1553, 2013-06-28 ,79.5666666666667,12.6,common minkie whale,1,water,2013
1554, 2013-06-28 ,80.0766666666667,15.4633333333333,common minkie whale,1,water,2013
1555, 2013-07-01 ,79.5883333333333,12.7383333333333,common minkie whale,1,water,2013
1556, 2013-07-05 ,79.673,13.312,common minkie whale,1,water,2013
1557, 2013-07-05 ,79.72,13.8733333333333,common minkie whale,1,water,2013
1558, 2013-07-05 ,79.6866666666667,13.77,common minkie whale,1,water,2013
1559, 2013-07-05 ,79.6633333333333,13.6133333333333,common minkie whale,1,water,2013
1560, 2013-07-05 ,79.6633333333333,14.065,common minkie whale,1,water,2013
1561, 2013-07-09 ,79.7312,10.9417,common minkie whale,1,water,2013
1562, 2013-07-12 ,79.9706,14.4624,common minkie whale,1,water,2013
1563, 2013-07-12 ,79.222,20.307,common minkie whale,1,water,2013
1564, 2013-07-14 ,79.9133333333333,13.8766666666667,common minkie whale,1,water,2013
1565, 2013-07-15 ,75.1666666666667,21.85,common minkie whale,1,unknown,2013
1566, 2013-07-16 ,79.6833333333333,18.3,common minkie whale,1,water,2013
1567, 2013-07-17 ,76.7,35.4333333333333,common minkie whale,1,unknown,2013
1568, 2013-07-17 ,79.6066666666667,19.5283333333333,common minkie whale,1,water,2013
1569, 2013-07-17 ,76.6333333333333,33.25,common minkie whale,1,unknown,2013
1570, 2013-07-18 ,79.0066666666667,11.24,common minkie whale,1,water,2013
1571, 2013-07-21 ,75.9,21.2166666666667,common minkie whale,1,unknown,2013
1572, 2013-07-23 ,79.5967,18.5891,common minkie whale,1,water,2013
1573, 2013-07-28 ,79.6333333333333,13.3333333333333,common minkie whale,1,water,2013
1574, 2013-07-29 ,79.75,14.35,common minkie whale,1,water,2013
1575, 2013-08-01 ,79.6018333333333,18.4676333333333,common minkie whale,1,water,2013
1576, 2013-08-04 ,78.2833333333333,12.65,common minkie whale,1,water,2013
1577, 2013-08-05 ,78.3677,16.1135,common minkie whale,1,unknown,2013
1578, 2013-08-07 ,79.8,14.1166666666667,common minkie whale,1,water,2013
1579, 2013-08-10 ,79.9301,16.7347333333333,common minkie whale,1,water,2013
1580, 2013-08-10 ,79.9705,17.2441666666667,common minkie whale,1,water,2013
1581, 2013-08-12 ,76.7833666666667,17.9711333333333,common minkie whale,1,water,2013
1582, 2013-08-13 ,77.05,17.8833333333333,common minkie whale,1,water,2013
1583, 2013-08-22 ,75.4666666666667,26.7033333333333,common minkie whale,1,unknown,2013
1584, 2013-08-24 ,79.9667,11.0183,common minkie whale,1,water,2013
1585, 2013-08-24 ,78.1404,13.5245,common minkie whale,1,water,2013
1586, 2013-08-31 ,80.25,11.56,common minkie whale,1,water,2013
1587, 2013-09-02 ,78.1,13.65,common minkie whale,1,water,2013
1588, 2013-09-02 ,78.1833333333333,13.9833333333333,common minkie whale,1,water,2013
1589, 2013-09-04 ,78.65,33.7333333333333,common minkie whale,1,unknown,2013
1590, 2013-09-08 ,79.863,11.995,common minkie whale,1,water,2013
1591, 2013-09-08 ,77.8166666666667,11.7666666666667,common minkie whale,1,unknown,2013
1592, 2013-09-08 ,77.3333333333333,12.85,common minkie whale,1,unknown,2013
1593, 2013-09-10 ,79.8966666666667,28.6883333333333,common minkie whale,1,water,2013
1594, 2013-09-11 ,78.2166666666667,14.2833333333333,common minkie whale,1,unknown,2013
1595, 2013-09-11 ,78.2,14.0166666666667,common minkie whale,1,unknown,2013
1596, 2013-09-18 ,78.1666666666667,13.8166666666667,common minkie whale,1,water,2013
1597, 2013-09-19 ,79.1833333333333,10.9,common minkie whale,1,water,2013
1598, 2013-09-23 ,79.7333333333333,7.36666666666667,common minkie whale,1,unknown,2013
1599, 2013-09-23 ,79.6666666666667,7.48333333333333,common minkie whale,1,unknown,2013
1600, 2014-05-19 ,79.59684,18.5369,common minkie whale,1,,2014
1601, 2014-06-07 ,77.0139,16.3922,common minkie whale,1,ocean,2014
1602, 2014-06-11 ,78.9333333333333,12.0333333333333,common minkie whale,1,water,2014
1603, 2014-06-17 ,79.61,10.8433333333333,common minkie whale,1,water,2014
1604, 2014-06-19 ,79.0966666666666,11.3483333333333,common minkie whale,1,water,2014
1605, 2014-06-19 ,79.095,11.4816666666666,common minkie whale,1,water,2014
1606, 2014-06-27 ,79.55,11.19,common minkie whale,1,water,2014
1607, 2014-06-28 ,79.04,11.35,common minkie whale,1,water,2014
1608, 2014-07-02 ,80.12,7.27,common minkie whale,1,water,2014
1609, 2014-07-03 ,78.2,12.94,common minkie whale,1,water,2014
1610, 2014-07-05 ,79.24,19.57,common minkie whale,1,water,2014
1611, 2014-07-06 ,80.0166666666666,17.0,common minkie whale,1,water,2014
1612, 2014-07-07 ,79.41,20.305,common minkie whale,1,water,2014
1613, 2014-07-10 ,79.19,20.59,common minkie whale,1,water,2014
1614, 2014-07-20 ,80.33,16.38,common minkie whale,1,water,2014
1615, 2014-07-24 ,79.75,18.23,common minkie whale,1,water,2014
1616, 2014-07-25 ,76.48,15.2,common minkie whale,1,water,2014
1617, 2014-07-25 ,79.78,18.11,common minkie whale,1,water,2014
1618, 2014-07-28 ,78.4447,11.893,common minkie whale,1,water,2014
1619, 2014-08-03 ,76.43,15.22,common minkie whale,1,water,2014
1620, 2014-08-04 ,79.78,18.17,common minkie whale,1,water,2014
1621, 2014-08-04 ,78.9666666666666,11.7,common minkie whale,1,water,2014
1622, 2014-08-05 ,79.0333333333333,11.6166666666666,common minkie whale,1,water,2014
1623, 2014-08-08 ,79.9166666666666,17.6666666666666,common minkie whale,1,water,2014
1624, 2014-08-14 ,78.749,11.3611666666666,common minkie whale,1,water,2014
1625, 2014-08-20 ,76.4,16.99,common minkie whale,1,,2014
1626, 2014-08-30 ,79.8916666666666,13.9666666666666,common minkie whale,1,water,2014
1627, 2014-09-01 ,78.555,12.2283333333333,common minkie whale,1,water,2014
1628, 2014-09-10 ,80.02,5.44,common minkie whale,1,water,2014
1629, 2014-09-10 ,79.2166666666666,11.9333333333333,common minkie whale,1,water,2014
1630, 2014-09-11 ,78.9766666666666,11.5166666666666,common minkie whale,1,water,2014
1631, 2014-09-12 ,78.3333333333333,15.6,common minkie whale,1,water,2014
1632, 2014-10-05 ,78.2083333333333,13.92,common minkie whale,1,water,2014
1633, 2015-05-22 ,79.6031434,12.8789412,common minkie whale,1,water,2015
1634, 2015-05-31 ,75.5333333333333,16.4666666666666,common minkie whale,1,water,2015
1635, 2015-06-24 ,79.53,12.45,common minkie whale,1,water,2015
1636, 2015-06-25 ,78.08,13.35,common minkie whale,1,water,2015
1637, 2015-07-01 ,80.21,16.83,common minkie whale,1,water,2015
1638, 2015-07-04 ,80.03,15.55,common minkie whale,1,water,2015
1639, 2015-07-06 ,78.1157,14.4196,common minkie whale,1,water,2015
1640, 2015-07-10 ,78.08,13.42,common minkie whale,1,water,2015
1641, 2015-07-11 ,79.82,11.95,common minkie whale,1,water,2015
1642, 2015-07-12 ,76.64,17.61,common minkie whale,1,water,2015
1643, 2015-07-12 ,79.75,11.08,common minkie whale,1,water,2015
1644, 2015-07-13 ,79.67,11.15,common minkie whale,1,water,2015
1645, 2015-07-13 ,79.77,11.1,common minkie whale,1,water,2015
1646, 2015-07-13 ,79.77,11.1,common minkie whale,1,water,2015
1647, 2015-07-19 ,79.78,14.12,common minkie whale,1,water,2015
1648, 2015-07-20 ,78.947,11.884,common minkie whale,1,water,2015
1649, 2015-07-25 ,79.6773555555555,13.6964805555555,common minkie whale,1,water,2015
1650, 2015-07-25 ,79.66,13.21,common minkie whale,1,water,2015
1651, 2015-07-28 ,80.6666666666666,17.45,common minkie whale,1,water,2015
1652, 2015-07-31 ,80.7,19.83,common minkie whale,1,water,2015
1653, 2015-08-03 ,78.1924,12.9855,common minkie whale,1,water,2015
1654, 2015-08-06 ,79.7498469,12.053418,common minkie whale,1,water,2015
1655, 2015-08-08 ,78.19,13.88,common minkie whale,1,water,2015
1656, 2015-08-10 ,80.09,11.13,common minkie whale,1,water,2015
